Id_code,Codice Ripartizione geografica,Codice Regione,Codice Comune (alfanumerico),Codice Comune (numerico),Ripartizione Geografica,Regione,Sigla automobilistica,Comune,Capoluogo di Provincia/Uts,Capoluogo di Regione,Popolazione legale,Superficie (Kmq),Year,deaths,injured,road_acc,road_acc_per_km2,road_acc_per_1000_inhabitants
8051,1,7,8051,8051,Nord-Ovest,Liguria,IM,Rocchetta Nervina,No,No,272.0,15.2848,2022,0,0,0,0.0,0.0
8051,1,7,8051,8051,Nord-Ovest,Liguria,IM,Rocchetta Nervina,No,No,272.0,15.2848,2023,0,0,0,0.0,0.0
8051,1,7,8051,8051,Nord-Ovest,Liguria,IM,Rocchetta Nervina,No,No,272.0,15.2848,2024,0,1,1,0.06542447398722914,3.676470588235294
8052,1,7,8052,8052,Nord-Ovest,Liguria,IM,San Bartolomeo al Mare,No,No,3127.0,10.8533,2021,0,3,3,0.2764136253489722,0.9593859929645027
8052,1,7,8052,8052,Nord-Ovest,Liguria,IM,San Bartolomeo al Mare,No,No,3127.0,10.8533,2022,0,11,7,0.6449651258142685,2.238567316917173
8052,1,7,8052,8052,Nord-Ovest,Liguria,IM,San Bartolomeo al Mare,No,No,3127.0,10.8533,2023,0,14,8,0.7371030009305924,2.5583626479053407
8052,1,7,8052,8052,Nord-Ovest,Liguria,IM,San Bartolomeo al Mare,No,No,3127.0,10.8533,2024,0,14,12,1.1056545013958887,3.8375439718580107
8053,1,7,8053,8053,Nord-Ovest,Liguria,IM,San Biagio della Cima,No,No,1278.0,4.307,2021,0,2,1,0.23218017181332712,0.7824726134585289
8053,1,7,8053,8053,Nord-Ovest,Liguria,IM,San Biagio della Cima,No,No,1278.0,4.307,2022,0,0,0,0.0,0.0
8053,1,7,8053,8053,Nord-Ovest,Liguria,IM,San Biagio della Cima,No,No,1278.0,4.307,2023,0,0,0,0.0,0.0
8053,1,7,8053,8053,Nord-Ovest,Liguria,IM,San Biagio della Cima,No,No,1278.0,4.307,2024,0,4,4,0.9287206872533085,3.1298904538341157
8054,1,7,8054,8054,Nord-Ovest,Liguria,IM,San Lorenzo al Mare,No,No,1373.0,1.2886,2021,0,4,3,2.3281080242123235,2.1849963583394025
8054,1,7,8054,8054,Nord-Ovest,Liguria,IM,San Lorenzo al Mare,No,No,1373.0,1.2886,2022,3,6,7,5.432252056495422,5.098324836125273
8054,1,7,8054,8054,Nord-Ovest,Liguria,IM,San Lorenzo al Mare,No,No,1373.0,1.2886,2023,0,3,3,2.3281080242123235,2.1849963583394025
8054,1,7,8054,8054,Nord-Ovest,Liguria,IM,San Lorenzo al Mare,No,No,1373.0,1.2886,2024,0,8,6,4.656216048424647,4.369992716678805
8055,1,7,8055,8055,Nord-Ovest,Liguria,IM,Sanremo,No,No,54137.0,55.9577,2021,2,370,304,5.432675038466556,5.615383194488058
8055,1,7,8055,8055,Nord-Ovest,Liguria,IM,Sanremo,No,No,54137.0,55.9577,2022,2,378,320,5.718605303649006,5.910929678408482
8055,1,7,8055,8055,Nord-Ovest,Liguria,IM,Sanremo,No,No,54137.0,55.9577,2023,2,404,345,6.165371342996584,6.372721059534144
8055,1,7,8055,8055,Nord-Ovest,Liguria,IM,Sanremo,No,No,54137.0,55.9577,2024,3,443,358,6.397689683457325,6.612852577719489
8056,1,7,8056,8056,Nord-Ovest,Liguria,IM,Santo Stefano al Mare,No,No,2239.0,2.6886,2021,0,11,6,2.231644722160232,2.6797677534613666
8056,1,7,8056,8056,Nord-Ovest,Liguria,IM,Santo Stefano al Mare,No,No,2239.0,2.6886,2022,1,22,17,6.32299337945399,7.592675301473872
8056,1,7,8056,8056,Nord-Ovest,Liguria,IM,Santo Stefano al Mare,No,No,2239.0,2.6886,2023,3,8,9,3.347467083240348,4.01965163019205
8056,1,7,8056,8056,Nord-Ovest,Liguria,IM,Santo Stefano al Mare,No,No,2239.0,2.6886,2024,0,16,9,3.347467083240348,4.01965163019205
8057,1,7,8057,8057,Nord-Ovest,Liguria,IM,Seborga,No,No,323.0,4.8705,2021,0,0,0,0.0,0.0
8057,1,7,8057,8057,Nord-Ovest,Liguria,IM,Seborga,No,No,323.0,4.8705,2022,0,1,1,0.2053177291859152,3.0959752321981426
8057,1,7,8057,8057,Nord-Ovest,Liguria,IM,Seborga,No,No,323.0,4.8705,2023,0,0,0,0.0,0.0
8058,1,7,8058,8058,Nord-Ovest,Liguria,IM,Soldano,No,No,985.0,3.466,2021,0,0,0,0.0,0.0
8058,1,7,8058,8058,Nord-Ovest,Liguria,IM,Soldano,No,No,985.0,3.466,2022,0,0,0,0.0,0.0
8058,1,7,8058,8058,Nord-Ovest,Liguria,IM,Soldano,No,No,985.0,3.466,2023,0,0,0,0.0,0.0
8058,1,7,8058,8058,Nord-Ovest,Liguria,IM,Soldano,No,No,985.0,3.466,2024,0,2,2,0.5770340450086555,2.0304568527918785
8059,1,7,8059,8059,Nord-Ovest,Liguria,IM,Taggia,No,No,14032.0,31.3583,2021,0,63,52,1.6582531578561337,3.7058152793614596
8059,1,7,8059,8059,Nord-Ovest,Liguria,IM,Taggia,No,No,14032.0,31.3583,2022,1,55,48,1.5306952226364312,3.4207525655644244
8059,1,7,8059,8059,Nord-Ovest,Liguria,IM,Taggia,No,No,14032.0,31.3583,2023,0,83,63,2.009037479710316,4.489737742303307
8059,1,7,8059,8059,Nord-Ovest,Liguria,IM,Taggia,No,No,14032.0,31.3583,2024,1,66,54,1.7220321254659852,3.8483466362599774
8060,1,7,8060,8060,Nord-Ovest,Liguria,IM,Terzorio,No,No,232.0,1.9254,2021,0,2,1,0.5193725979017347,4.310344827586206
8060,1,7,8060,8060,Nord-Ovest,Liguria,IM,Terzorio,No,No,232.0,1.9254,2022,0,1,1,0.5193725979017347,4.310344827586206
8060,1,7,8060,8060,Nord-Ovest,Liguria,IM,Terzorio,No,No,232.0,1.9254,2023,0,4,2,1.0387451958034695,8.620689655172413
8061,1,7,8061,8061,Nord-Ovest,Liguria,IM,Triora,No,No,374.0,67.606,2021,0,0,0,0.0,0.0
8061,1,7,8061,8061,Nord-Ovest,Liguria,IM,Triora,No,No,374.0,67.606,2022,0,0,0,0.0,0.0
8061,1,7,8061,8061,Nord-Ovest,Liguria,IM,Triora,No,No,374.0,67.606,2023,0,0,0,0.0,0.0
8061,1,7,8061,8061,Nord-Ovest,Liguria,IM,Triora,No,No,374.0,67.606,2024,0,1,1,0.01479158654557288,2.6737967914438503
8062,1,7,8062,8062,Nord-Ovest,Liguria,IM,Vallebona,No,No,1332.0,5.8808,2021,0,3,2,0.34008978370289755,1.5015015015015014
8062,1,7,8062,8062,Nord-Ovest,Liguria,IM,Vallebona,No,No,1332.0,5.8808,2022,0,0,0,0.0,0.0
8062,1,7,8062,8062,Nord-Ovest,Liguria,IM,Vallebona,No,No,1332.0,5.8808,2023,0,1,1,0.17004489185144878,0.7507507507507507
8063,1,7,8063,8063,Nord-Ovest,Liguria,IM,Vallecrosia,No,No,7032.0,3.6815,2021,0,51,42,11.408393317941057,5.972696245733789
8063,1,7,8063,8063,Nord-Ovest,Liguria,IM,Vallecrosia,No,No,7032.0,3.6815,2022,1,35,34,9.235366019285618,4.835039817974971
8063,1,7,8063,8063,Nord-Ovest,Liguria,IM,Vallecrosia,No,No,7032.0,3.6815,2023,0,32,28,7.605595545294038,3.9817974971558585
8063,1,7,8063,8063,Nord-Ovest,Liguria,IM,Vallecrosia,No,No,7032.0,3.6815,2024,0,32,28,7.605595545294038,3.9817974971558585
8064,1,7,8064,8064,Nord-Ovest,Liguria,IM,Vasia,No,No,424.0,11.1513,2021,0,1,1,0.08967564319855083,2.3584905660377355
8064,1,7,8064,8064,Nord-Ovest,Liguria,IM,Vasia,No,No,424.0,11.1513,2022,0,0,0,0.0,0.0
8064,1,7,8064,8064,Nord-Ovest,Liguria,IM,Vasia,No,No,424.0,11.1513,2023,2,0,1,0.08967564319855083,2.3584905660377355
8065,1,7,8065,8065,Nord-Ovest,Liguria,IM,Ventimiglia,No,No,23926.0,53.7257,2021,2,138,109,2.028824194007709,4.555713449803561
8065,1,7,8065,8065,Nord-Ovest,Liguria,IM,Ventimiglia,No,No,23926.0,53.7257,2022,4,129,105,1.9543719300074265,4.388531304856641
8065,1,7,8065,8065,Nord-Ovest,Liguria,IM,Ventimiglia,No,No,23926.0,53.7257,2023,3,164,124,2.3080201840087704,5.18264649335451
8065,1,7,8065,8065,Nord-Ovest,Liguria,IM,Ventimiglia,No,No,23926.0,53.7257,2024,1,168,123,2.2894071180086994,5.14085095711778
8066,1,7,8066,8066,Nord-Ovest,Liguria,IM,Vessalico,No,No,287.0,10.4645,2021,0,0,0,0.0,0.0
8066,1,7,8066,8066,Nord-Ovest,Liguria,IM,Vessalico,No,No,287.0,10.4645,2022,0,0,0,0.0,0.0
8066,1,7,8066,8066,Nord-Ovest,Liguria,IM,Vessalico,No,No,287.0,10.4645,2023,0,2,1,0.09556118304744614,3.484320557491289
8067,1,7,8067,8067,Nord-Ovest,Liguria,IM,Villa Faraldi,No,No,437.0,9.5157,2021,0,0,0,0.0,0.0
8067,1,7,8067,8067,Nord-Ovest,Liguria,IM,Villa Faraldi,No,No,437.0,9.5157,2022,0,0,0,0.0,0.0
8067,1,7,8067,8067,Nord-Ovest,Liguria,IM,Villa Faraldi,No,No,437.0,9.5157,2023,0,0,0,0.0,0.0
8068,1,7,8068,8068,Nord-Ovest,Liguria,IM,Montalto Carpasio,No,No,517.0,30.0037,2021,0,0,0,0.0,0.0
8068,1,7,8068,8068,Nord-Ovest,Liguria,IM,Montalto Carpasio,No,No,517.0,30.0037,2022,0,0,0,0.0,0.0
8068,1,7,8068,8068,Nord-Ovest,Liguria,IM,Montalto Carpasio,No,No,517.0,30.0037,2023,1,1,2,0.06665844545839347,3.8684719535783367
9001,1,7,9001,9001,Nord-Ovest,Liguria,SV,Alassio,No,No,11026.0,17.2476,2021,3,63,50,2.898954057376099,4.53473607836024
9001,1,7,9001,9001,Nord-Ovest,Liguria,SV,Alassio,No,No,11026.0,17.2476,2022,0,84,62,3.594703031146363,5.623072737166697
9001,1,7,9001,9001,Nord-Ovest,Liguria,SV,Alassio,No,No,11026.0,17.2476,2023,0,77,65,3.7686402745889285,5.895156901868312
9001,1,7,9001,9001,Nord-Ovest,Liguria,SV,Alassio,No,No,11026.0,17.2476,2024,4,54,49,2.840974976228577,4.444041356793035
9002,1,7,9002,9002,Nord-Ovest,Liguria,SV,Albenga,No,No,23576.0,36.5751,2021,4,153,122,3.3356026367665432,5.174753987105531
9002,1,7,9002,9002,Nord-Ovest,Liguria,SV,Albenga,No,No,23576.0,36.5751,2022,3,178,151,4.128491788129082,6.404818459450288
9002,1,7,9002,9002,Nord-Ovest,Liguria,SV,Albenga,No,No,23576.0,36.5751,2023,0,155,128,3.499648668082931,5.429250084832033
9002,1,7,9002,9002,Nord-Ovest,Liguria,SV,Albenga,No,No,23576.0,36.5751,2024,0,220,172,4.702652897736439,7.295554801493044
9003,1,7,9003,9003,Nord-Ovest,Liguria,SV,Albissola Marina,No,No,5564.0,3.2457,2021,1,54,47,14.480697538281419,8.447160316319195
9003,1,7,9003,9003,Nord-Ovest,Liguria,SV,Albissola Marina,No,No,5564.0,3.2457,2022,0,66,46,14.17259759065841,8.26743350107836
9003,1,7,9003,9003,Nord-Ovest,Liguria,SV,Albissola Marina,No,No,5564.0,3.2457,2023,0,29,22,6.7781988477061965,3.9539899352983463
9003,1,7,9003,9003,Nord-Ovest,Liguria,SV,Albissola Marina,No,No,5564.0,3.2457,2024,0,33,25,7.702498690575223,4.493170381020848
9004,1,7,9004,9004,Nord-Ovest,Liguria,SV,Albisola Superiore,No,No,10407.0,28.6771,2021,1,51,41,1.429712209393558,3.939656000768714
9004,1,7,9004,9004,Nord-Ovest,Liguria,SV,Albisola Superiore,No,No,10407.0,28.6771,2022,0,53,45,1.5691963273831733,4.324012683770539
9004,1,7,9004,9004,Nord-Ovest,Liguria,SV,Albisola Superiore,No,No,10407.0,28.6771,2023,0,62,44,1.5343252978857695,4.227923513020083
9004,1,7,9004,9004,Nord-Ovest,Liguria,SV,Albisola Superiore,No,No,10407.0,28.6771,2024,0,66,56,1.9527776518546158,5.38099356202556
9005,1,7,9005,9005,Nord-Ovest,Liguria,SV,Altare,No,No,2127.0,11.2964,2021,1,29,19,1.6819517722460253,8.932769158439116
9005,1,7,9005,9005,Nord-Ovest,Liguria,SV,Altare,No,No,2127.0,11.2964,2022,0,16,6,0.5311426649197974,2.8208744710860367
9005,1,7,9005,9005,Nord-Ovest,Liguria,SV,Altare,No,No,2127.0,11.2964,2023,0,16,9,0.7967139973796962,4.2313117066290555
9005,1,7,9005,9005,Nord-Ovest,Liguria,SV,Altare,No,No,2127.0,11.2964,2024,1,19,13,1.1508091073262279,6.11189468735308
9006,1,7,9006,9006,Nord-Ovest,Liguria,SV,Andora,No,No,7470.0,31.7987,2021,2,17,14,0.44026957076861634,1.8741633199464525
9006,1,7,9006,9006,Nord-Ovest,Liguria,SV,Andora,No,No,7470.0,31.7987,2022,0,33,23,0.7233000091198697,3.078982597054886
9006,1,7,9006,9006,Nord-Ovest,Liguria,SV,Andora,No,No,7470.0,31.7987,2023,0,22,11,0.3459260913181985,1.4725568942436413
9006,1,7,9006,9006,Nord-Ovest,Liguria,SV,Andora,No,No,7470.0,31.7987,2024,0,23,20,0.6289565296694519,2.677376171352075
9007,1,7,9007,9007,Nord-Ovest,Liguria,SV,Arnasco,No,No,630.0,6.093,2021,0,0,0,0.0,0.0
9007,1,7,9007,9007,Nord-Ovest,Liguria,SV,Arnasco,No,No,630.0,6.093,2022,0,0,0,0.0,0.0
9007,1,7,9007,9007,Nord-Ovest,Liguria,SV,Arnasco,No,No,630.0,6.093,2023,0,1,1,0.16412276382734287,1.5873015873015872
9007,1,7,9007,9007,Nord-Ovest,Liguria,SV,Arnasco,No,No,630.0,6.093,2024,0,4,2,0.32824552765468573,3.1746031746031744
9008,1,7,9008,9008,Nord-Ovest,Liguria,SV,Balestrino,No,No,597.0,11.2733,2021,0,1,1,0.08870517062439569,1.6750418760469012
9008,1,7,9008,9008,Nord-Ovest,Liguria,SV,Balestrino,No,No,597.0,11.2733,2022,0,1,1,0.08870517062439569,1.6750418760469012
9008,1,7,9008,9008,Nord-Ovest,Liguria,SV,Balestrino,No,No,597.0,11.2733,2023,0,2,1,0.08870517062439569,1.6750418760469012
9008,1,7,9008,9008,Nord-Ovest,Liguria,SV,Balestrino,No,No,597.0,11.2733,2024,1,0,1,0.08870517062439569,1.6750418760469012
9009,1,7,9009,9009,Nord-Ovest,Liguria,SV,Bardineto,No,No,697.0,29.7933,2021,0,0,0,0.0,0.0
9009,1,7,9009,9009,Nord-Ovest,Liguria,SV,Bardineto,No,No,697.0,29.7933,2022,0,1,1,0.03356459338173348,1.4347202295552368
9009,1,7,9009,9009,Nord-Ovest,Liguria,SV,Bardineto,No,No,697.0,29.7933,2023,0,2,2,0.06712918676346696,2.8694404591104736
9009,1,7,9009,9009,Nord-Ovest,Liguria,SV,Bardineto,No,No,697.0,29.7933,2024,0,3,2,0.06712918676346696,2.8694404591104736
9010,1,7,9010,9010,Nord-Ovest,Liguria,SV,Bergeggi,No,No,1126.0,3.6899,2021,0,11,10,2.7101005447302096,8.880994671403197
9010,1,7,9010,9010,Nord-Ovest,Liguria,SV,Bergeggi,No,No,1126.0,3.6899,2022,0,11,10,2.7101005447302096,8.880994671403197
9010,1,7,9010,9010,Nord-Ovest,Liguria,SV,Bergeggi,No,No,1126.0,3.6899,2023,0,15,13,3.523130708149272,11.545293072824157
9010,1,7,9010,9010,Nord-Ovest,Liguria,SV,Bergeggi,No,No,1126.0,3.6899,2024,0,4,4,1.0840402178920838,3.552397868561279
9011,1,7,9011,9011,Nord-Ovest,Liguria,SV,Boissano,No,No,2437.0,8.3522,2021,0,4,4,0.4789157347764661,1.6413623307345095
9011,1,7,9011,9011,Nord-Ovest,Liguria,SV,Boissano,No,No,2437.0,8.3522,2022,0,2,2,0.23945786738823305,0.8206811653672548
9011,1,7,9011,9011,Nord-Ovest,Liguria,SV,Boissano,No,No,2437.0,8.3522,2023,0,2,2,0.23945786738823305,0.8206811653672548
9011,1,7,9011,9011,Nord-Ovest,Liguria,SV,Boissano,No,No,2437.0,8.3522,2024,0,5,4,0.4789157347764661,1.6413623307345095
9012,1,7,9012,9012,Nord-Ovest,Liguria,SV,Borghetto Santo Spirito,No,No,5154.0,5.391,2021,0,24,19,3.524392506028566,3.686457120682965
9012,1,7,9012,9012,Nord-Ovest,Liguria,SV,Borghetto Santo Spirito,No,No,5154.0,5.391,2022,0,20,14,2.5969207939157855,2.716336825766395
9012,1,7,9012,9012,Nord-Ovest,Liguria,SV,Borghetto Santo Spirito,No,No,5154.0,5.391,2023,0,27,15,2.782415136338342,2.9103608847497093
9012,1,7,9012,9012,Nord-Ovest,Liguria,SV,Borghetto Santo Spirito,No,No,5154.0,5.391,2024,1,49,39,7.234279354479688,7.566938300349244
9013,1,7,9013,9013,Nord-Ovest,Liguria,SV,Borgio Verezzi,No,No,2327.0,2.7326,2021,0,20,17,6.221181292541901,7.30554361839278
9013,1,7,9013,9013,Nord-Ovest,Liguria,SV,Borgio Verezzi,No,No,2327.0,2.7326,2022,0,24,19,6.953084974017419,8.165019338203695
9013,1,7,9013,9013,Nord-Ovest,Liguria,SV,Borgio Verezzi,No,No,2327.0,2.7326,2023,0,11,8,2.927614725902071,3.4379028792436612
9013,1,7,9013,9013,Nord-Ovest,Liguria,SV,Borgio Verezzi,No,No,2327.0,2.7326,2024,0,4,4,1.4638073629510355,1.7189514396218306
9014,1,7,9014,9014,Nord-Ovest,Liguria,SV,Bormida,No,No,401.0,22.4709,2021,0,1,1,0.0445020003649164,2.493765586034913
9014,1,7,9014,9014,Nord-Ovest,Liguria,SV,Bormida,No,No,401.0,22.4709,2022,0,0,0,0.0,0.0
9014,1,7,9014,9014,Nord-Ovest,Liguria,SV,Bormida,No,No,401.0,22.4709,2023,0,0,0,0.0,0.0
9015,1,7,9015,9015,Nord-Ovest,Liguria,SV,Cairo Montenotte,No,No,13237.0,100.4026,2021,2,42,29,0.288837141667646,2.190828737629372
9015,1,7,9015,9015,Nord-Ovest,Liguria,SV,Cairo Montenotte,No,No,13237.0,100.4026,2022,0,36,26,0.2589574373571999,1.9641912820125407
9015,1,7,9015,9015,Nord-Ovest,Liguria,SV,Cairo Montenotte,No,No,13237.0,100.4026,2023,1,22,17,0.16931832442586148,1.2842789151620457
9015,1,7,9015,9015,Nord-Ovest,Liguria,SV,Cairo Montenotte,No,No,13237.0,100.4026,2024,0,32,22,0.21911783160993836,1.6620080078567652
9016,1,7,9016,9016,Nord-Ovest,Liguria,SV,Calice Ligure,No,No,1683.0,20.6034,2021,0,4,2,0.09707135715464438,1.1883541295306002
9016,1,7,9016,9016,Nord-Ovest,Liguria,SV,Calice Ligure,No,No,1683.0,20.6034,2022,0,4,4,0.19414271430928876,2.3767082590612003
9016,1,7,9016,9016,Nord-Ovest,Liguria,SV,Calice Ligure,No,No,1683.0,20.6034,2023,0,3,3,0.14560703573196657,1.7825311942959001
9016,1,7,9016,9016,Nord-Ovest,Liguria,SV,Calice Ligure,No,No,1683.0,20.6034,2024,0,9,4,0.19414271430928876,2.3767082590612003
9017,1,7,9017,9017,Nord-Ovest,Liguria,SV,Calizzano,No,No,1550.0,62.7437,2021,0,2,2,0.031875710230668576,1.2903225806451613
9017,1,7,9017,9017,Nord-Ovest,Liguria,SV,Calizzano,No,No,1550.0,62.7437,2022,0,2,2,0.031875710230668576,1.2903225806451613
9017,1,7,9017,9017,Nord-Ovest,Liguria,SV,Calizzano,No,No,1550.0,62.7437,2023,0,2,2,0.031875710230668576,1.2903225806451613
9017,1,7,9017,9017,Nord-Ovest,Liguria,SV,Calizzano,No,No,1550.0,62.7437,2024,0,2,1,0.015937855115334288,0.6451612903225806
9018,1,7,9018,9018,Nord-Ovest,Liguria,SV,Carcare,No,No,5605.0,10.4005,2021,0,34,19,1.82683524830537,3.389830508474576
9018,1,7,9018,9018,Nord-Ovest,Liguria,SV,Carcare,No,No,5605.0,10.4005,2022,0,25,16,1.5383875775203117,2.854594112399643
9018,1,7,9018,9018,Nord-Ovest,Liguria,SV,Carcare,No,No,5605.0,10.4005,2023,0,11,9,0.8653430123551753,1.6057091882247994
9018,1,7,9018,9018,Nord-Ovest,Liguria,SV,Carcare,No,No,5605.0,10.4005,2024,0,15,9,0.8653430123551753,1.6057091882247994
9019,1,7,9019,9019,Nord-Ovest,Liguria,SV,Casanova Lerrone,No,No,744.0,24.2297,2021,0,1,1,0.04127166246383571,1.3440860215053765
9019,1,7,9019,9019,Nord-Ovest,Liguria,SV,Casanova Lerrone,No,No,744.0,24.2297,2022,0,0,0,0.0,0.0
9019,1,7,9019,9019,Nord-Ovest,Liguria,SV,Casanova Lerrone,No,No,744.0,24.2297,2023,0,0,0,0.0,0.0
9019,1,7,9019,9019,Nord-Ovest,Liguria,SV,Casanova Lerrone,No,No,744.0,24.2297,2024,0,4,2,0.08254332492767141,2.688172043010753
9020,1,7,9020,9020,Nord-Ovest,Liguria,SV,Castelbianco,No,No,321.0,14.7042,2021,0,0,0,0.0,0.0
9020,1,7,9020,9020,Nord-Ovest,Liguria,SV,Castelbianco,No,No,321.0,14.7042,2022,0,0,0,0.0,0.0
9020,1,7,9020,9020,Nord-Ovest,Liguria,SV,Castelbianco,No,No,321.0,14.7042,2023,0,0,0,0.0,0.0
9020,1,7,9020,9020,Nord-Ovest,Liguria,SV,Castelbianco,No,No,321.0,14.7042,2024,0,1,1,0.0680077800900423,3.115264797507788
9021,1,7,9021,9021,Nord-Ovest,Liguria,SV,Castelvecchio di Rocca Barbena,No,No,172.0,16.1434,2021,0,1,1,0.06194481955474064,5.813953488372093
9021,1,7,9021,9021,Nord-Ovest,Liguria,SV,Castelvecchio di Rocca Barbena,No,No,172.0,16.1434,2022,0,2,2,0.12388963910948128,11.627906976744185
9021,1,7,9021,9021,Nord-Ovest,Liguria,SV,Castelvecchio di Rocca Barbena,No,No,172.0,16.1434,2023,0,1,1,0.06194481955474064,5.813953488372093
9022,1,7,9022,9022,Nord-Ovest,Liguria,SV,Celle Ligure,No,No,5353.0,9.5606,2021,1,36,31,3.242474321695291,5.791145152251074
9022,1,7,9022,9022,Nord-Ovest,Liguria,SV,Celle Ligure,No,No,5353.0,9.5606,2022,0,27,18,1.8827270255004915,3.3626004109844945
9022,1,7,9022,9022,Nord-Ovest,Liguria,SV,Celle Ligure,No,No,5353.0,9.5606,2023,1,46,34,3.556262159278706,6.351578554081823
9022,1,7,9022,9022,Nord-Ovest,Liguria,SV,Celle Ligure,No,No,5353.0,9.5606,2024,0,68,39,4.079241888584398,7.285634223799739
9023,1,7,9023,9023,Nord-Ovest,Liguria,SV,Cengio,No,No,3678.0,18.9617,2021,0,0,0,0.0,0.0
9023,1,7,9023,9023,Nord-Ovest,Liguria,SV,Cengio,No,No,3678.0,18.9617,2022,0,8,3,0.1582136622771165,0.8156606851549756
9023,1,7,9023,9023,Nord-Ovest,Liguria,SV,Cengio,No,No,3678.0,18.9617,2023,0,3,2,0.105475774851411,0.543773790103317
9023,1,7,9023,9023,Nord-Ovest,Liguria,SV,Cengio,No,No,3678.0,18.9617,2024,0,1,1,0.0527378874257055,0.2718868950516585
9024,1,7,9024,9024,Nord-Ovest,Liguria,SV,Ceriale,No,No,5815.0,11.1527,2021,0,16,14,1.2553014068342196,2.407566638005159
9024,1,7,9024,9024,Nord-Ovest,Liguria,SV,Ceriale,No,No,5815.0,11.1527,2022,0,20,17,1.5242945654415523,2.9234737747205504
9024,1,7,9024,9024,Nord-Ovest,Liguria,SV,Ceriale,No,No,5815.0,11.1527,2023,1,34,20,1.7932877240488851,3.4393809114359417
9024,1,7,9024,9024,Nord-Ovest,Liguria,SV,Ceriale,No,No,5815.0,11.1527,2024,1,27,23,2.062280882656218,3.955288048151333
9025,1,7,9025,9025,Nord-Ovest,Liguria,SV,Cisano sul Neva,No,No,1964.0,12.2727,2021,1,4,3,0.2444449876555281,1.5274949083503055
9025,1,7,9025,9025,Nord-Ovest,Liguria,SV,Cisano sul Neva,No,No,1964.0,12.2727,2022,0,15,12,0.9777799506221124,6.109979633401222
9025,1,7,9025,9025,Nord-Ovest,Liguria,SV,Cisano sul Neva,No,No,1964.0,12.2727,2023,0,4,4,0.3259266502073708,2.0366598778004072
9025,1,7,9025,9025,Nord-Ovest,Liguria,SV,Cisano sul Neva,No,No,1964.0,12.2727,2024,0,10,7,0.5703716378628989,3.5641547861507132
9026,1,7,9026,9026,Nord-Ovest,Liguria,SV,Cosseria,No,No,1080.0,12.4065,2021,0,9,6,0.4836174585902551,5.555555555555555
9026,1,7,9026,9026,Nord-Ovest,Liguria,SV,Cosseria,No,No,1080.0,12.4065,2022,0,3,3,0.24180872929512756,2.7777777777777777
9026,1,7,9026,9026,Nord-Ovest,Liguria,SV,Cosseria,No,No,1080.0,12.4065,2023,0,4,3,0.24180872929512756,2.7777777777777777
9026,1,7,9026,9026,Nord-Ovest,Liguria,SV,Cosseria,No,No,1080.0,12.4065,2024,0,6,3,0.24180872929512756,2.7777777777777777
9027,1,7,9027,9027,Nord-Ovest,Liguria,SV,Dego,No,No,2003.0,66.8145,2021,0,2,1,0.014966811096393747,0.4992511233150275
9027,1,7,9027,9027,Nord-Ovest,Liguria,SV,Dego,No,No,2003.0,66.8145,2022,0,4,3,0.044900433289181245,1.4977533699450822
9027,1,7,9027,9027,Nord-Ovest,Liguria,SV,Dego,No,No,2003.0,66.8145,2023,0,1,1,0.014966811096393747,0.4992511233150275
9028,1,7,9028,9028,Nord-Ovest,Liguria,SV,Erli,No,No,256.0,16.7298,2021,0,3,2,0.11954715537543784,7.8125
9028,1,7,9028,9028,Nord-Ovest,Liguria,SV,Erli,No,No,256.0,16.7298,2022,0,1,1,0.05977357768771892,3.90625
9028,1,7,9028,9028,Nord-Ovest,Liguria,SV,Erli,No,No,256.0,16.7298,2023,0,0,0,0.0,0.0
9028,1,7,9028,9028,Nord-Ovest,Liguria,SV,Erli,No,No,256.0,16.7298,2024,0,4,3,0.17932073306315674,11.71875
9029,1,7,9029,9029,Nord-Ovest,Liguria,SV,Finale Ligure,No,No,11724.0,35.5254,2021,0,52,46,1.2948481931237932,3.9235755714773113
9029,1,7,9029,9029,Nord-Ovest,Liguria,SV,Finale Ligure,No,No,11724.0,35.5254,2022,2,93,75,2.111165532267054,6.3971340839304
9029,1,7,9029,9029,Nord-Ovest,Liguria,SV,Finale Ligure,No,No,11724.0,35.5254,2023,2,101,86,2.4208031436662223,7.335380416240191
9029,1,7,9029,9029,Nord-Ovest,Liguria,SV,Finale Ligure,No,No,11724.0,35.5254,2024,1,112,83,2.33635652237554,7.079495052882975
9030,1,7,9030,9030,Nord-Ovest,Liguria,SV,Garlenda,No,No,1214.0,8.0315,2021,0,1,1,0.12450974288738095,0.8237232289950577
9030,1,7,9030,9030,Nord-Ovest,Liguria,SV,Garlenda,No,No,1214.0,8.0315,2022,0,6,5,0.6225487144369047,4.118616144975288
9030,1,7,9030,9030,Nord-Ovest,Liguria,SV,Garlenda,No,No,1214.0,8.0315,2023,0,1,1,0.12450974288738095,0.8237232289950577
9030,1,7,9030,9030,Nord-Ovest,Liguria,SV,Garlenda,No,No,1214.0,8.0315,2024,0,4,3,0.37352922866214283,2.471169686985173
9031,1,7,9031,9031,Nord-Ovest,Liguria,SV,Giustenice,No,No,946.0,17.2237,2021,0,0,0,0.0,0.0
9031,1,7,9031,9031,Nord-Ovest,Liguria,SV,Giustenice,No,No,946.0,17.2237,2022,0,0,0,0.0,0.0
