Id_code,Year,deaths,injured,road_acc
5026,2023,0,0,0
5027,2021,0,0,0
5027,2022,0,0,0
5027,2023,0,0,0
5028,2021,0,5,5
5028,2022,0,7,7
5028,2023,0,4,2
5028,2024,0,11,8
5029,2021,0,1,1
5029,2022,0,0,0
5029,2023,0,0,0
5030,2021,0,5,3
5030,2022,0,0,0
5030,2023,0,1,1
5030,2024,0,1,1
5031,2021,0,1,1
5031,2022,0,3,3
5031,2023,0,2,2
5031,2024,0,5,4
5032,2021,0,2,1
5032,2022,0,0,0
5032,2023,0,0,0
5033,2021,0,1,1
5033,2022,0,0,0
5033,2023,0,0,0
5034,2021,0,0,0
5034,2022,0,0,0
5034,2023,0,1,1
5035,2021,0,0,0
5035,2022,0,0,0
5035,2023,0,0,0
5036,2021,0,1,1
5036,2022,0,0,0
5036,2023,0,0,0
5037,2021,0,0,0
5037,2022,0,0,0
5037,2023,0,2,2
5037,2024,1,3,1
5038,2021,0,1,1
5038,2022,0,1,1
5038,2023,0,0,0
5039,2021,0,0,0
5039,2022,0,0,0
5039,2023,0,0,0
5040,2021,0,1,1
5040,2022,0,0,0
5040,2023,0,0,0
5040,2024,0,1,1
5041,2021,0,0,0
5041,2022,0,0,0
5041,2023,0,0,0
5041,2024,0,2,1
5042,2021,0,2,2
5042,2022,0,0,0
5042,2023,0,0,0
5042,2024,1,5,3
5044,2021,0,0,0
5044,2022,0,0,0
5044,2023,0,0,0
5045,2021,0,0,0
5045,2022,0,0,0
5045,2023,0,0,0
5046,2021,0,1,1
5046,2022,0,0,0
5046,2023,1,0,1
5046,2024,1,2,2
5047,2021,0,0,0
5047,2022,0,1,1
5047,2023,0,0,0
5048,2021,0,0,0
5048,2022,0,0,0
5048,2023,0,0,0
5049,2021,0,0,0
5049,2022,0,1,1
5049,2023,0,0,0
5049,2024,0,1,1
5050,2021,0,4,3
5050,2022,0,4,3
5050,2023,0,4,4
5050,2024,2,10,11
5051,2021,0,0,0
5051,2022,0,2,1
5051,2023,0,0,0
5052,2021,1,3,3
5052,2022,1,10,5
5052,2023,0,1,1
5052,2024,0,2,2
5053,2021,0,5,2
5053,2022,0,5,3
5053,2023,0,7,5
5053,2024,1,5,3
5054,2021,0,0,0
5054,2022,0,0,0
5054,2023,0,4,3
5055,2021,0,1,1
5055,2022,0,0,0
5055,2023,0,0,0
5056,2021,0,0,0
5056,2022,0,1,1
5056,2023,1,2,2
5056,2024,0,1,1
5057,2021,0,0,0
5057,2022,0,1,1
5057,2023,0,0,0
5057,2024,0,1,1
5058,2021,0,0,0
5058,2022,0,5,2
5058,2023,0,0,0
5058,2024,0,1,1
5059,2021,0,1,1
5059,2022,2,11,9
5059,2023,0,7,5
5059,2024,2,13,9
5060,2021,0,0,0
5060,2022,0,0,0
5060,2023,0,1,1
5061,2021,0,0,0
5061,2022,0,0,0
5061,2023,0,0,0
5062,2021,0,0,0
5062,2022,0,0,0
5062,2023,0,1,1
5063,2021,0,0,0
5063,2022,0,0,0
5063,2023,0,0,0
5064,2021,0,0,0
5064,2022,0,0,0
5064,2023,0,0,0
5065,2021,0,0,0
5065,2022,0,0,0
5065,2023,0,3,2
5065,2024,1,5,2
5066,2021,0,4,2
5066,2022,0,2,2
5066,2023,0,2,1
5066,2024,0,2,2
5067,2021,0,4,3
5067,2022,0,1,1
5067,2023,0,1,1
5068,2021,0,0,0
5068,2022,0,1,1
5068,2023,0,1,1
5068,2024,0,2,1
5069,2021,0,2,2
5069,2022,0,12,5
5069,2023,0,8,2
5069,2024,0,11,9
5070,2021,0,0,0
5070,2022,0,1,1
5070,2023,0,0,0
5070,2024,0,1,1
5071,2021,0,0,0
5071,2022,0,1,1
5071,2023,0,0,0
5071,2024,0,1,1
5072,2021,0,0,0
5072,2022,0,0,0
5072,2023,0,1,1
5072,2024,1,0,1
5073,2021,0,2,2
5073,2022,0,0,0
5073,2023,0,0,0
5073,2024,0,2,1
5074,2021,0,3,1
5074,2022,0,0,0
5074,2023,0,0,0
5075,2021,0,1,1
5075,2022,0,2,2
5075,2023,0,0,0
5075,2024,0,4,2
5076,2021,0,7,5
5076,2022,0,7,5
5076,2023,0,6,5
5076,2024,0,5,5
5077,2021,0,2,1
5077,2022,0,1,1
5077,2023,0,1,1
5077,2024,0,1,1
5079,2021,0,0,0
5079,2022,0,0,0
5080,2021,0,6,5
5080,2022,1,14,12
5080,2023,6,23,21
5080,2024,0,14,12
5081,2021,0,0,0
5081,2022,0,0,0
5081,2023,0,0,0
5082,2021,0,2,1
5082,2022,0,4,1
5082,2023,0,0,0
5083,2021,0,2,1
5083,2022,0,0,0
5083,2023,0,0,0
5084,2021,0,0,0
5084,2022,0,0,0
5084,2023,0,0,0
5085,2021,0,0,0
5085,2022,0,0,0
5085,2023,0,0,0
5086,2021,0,0,0
5086,2022,1,0,1
5086,2023,0,0,0
5086,2024,0,1,1
5087,2021,0,1,1
5087,2022,0,1,1
5087,2023,0,7,2
5088,2021,0,0,0
5088,2022,0,0,0
5088,2023,0,0,0
5089,2021,0,3,2
5089,2022,0,4,3
5089,2023,0,5,3
5089,2024,0,1,1
5090,2021,0,0,0
5090,2022,0,0,0
5090,2023,0,2,1
5090,2024,0,1,1
5091,2021,0,0,0
5091,2022,0,2,1
5091,2023,0,0,0
5092,2021,1,0,1
5092,2022,0,1,1
5092,2023,0,0,0
5092,2024,0,3,2
5093,2021,0,0,0
5093,2022,0,0,0
5093,2023,0,0,0
5093,2024,0,1,1
5094,2021,0,0,0
5094,2022,0,0,0
5094,2023,0,0,0
5095,2021,0,0,0
5095,2022,0,0,0
5095,2023,0,0,0
5096,2021,0,0,0
5096,2022,0,0,0
5096,2023,0,3,1
5097,2021,0,4,4
5097,2022,0,16,9
5097,2023,0,10,9
5097,2024,1,11,9
5098,2021,0,0,0
5098,2022,0,0,0
5098,2023,0,0,0
5099,2021,0,0,0
5099,2022,0,0,0
5099,2023,0,0,0
5099,2024,0,2,2
5100,2021,0,2,2
5100,2022,0,0,0
5100,2023,0,1,1
5100,2024,0,1,1
5101,2021,0,2,1
5101,2022,1,5,3
5101,2023,0,0,0
5101,2024,0,3,2
5103,2021,0,0,0
5103,2022,0,0,0
5103,2023,0,0,0
5104,2021,0,0,0
5104,2022,0,0,0
5104,2023,0,0,0
5105,2021,0,0,0
5105,2022,0,0,0
5105,2023,0,0,0
5105,2024,0,1,1
5106,2021,0,0,0
5106,2022,0,2,1
5106,2023,0,0,0
5107,2021,0,0,0
5107,2022,0,0,0
5107,2023,0,0,0
5108,2021,0,0,0
5108,2022,0,4,2
5108,2023,0,1,1
5109,2021,0,0,0
5109,2022,0,0,0
5109,2023,0,0,0
5110,2021,0,0,0
5110,2022,0,0,0
5111,2021,0,0,0
5111,2022,0,0,0
5111,2023,0,0,0
5112,2021,0,4,3
5112,2022,0,5,2
5112,2023,0,0,0
5112,2024,0,2,2
5113,2021,0,0,0
5113,2022,0,0,0
5113,2023,0,0,0
5114,2021,0,0,0
5114,2022,0,0,0
5114,2023,0,0,0
5115,2021,0,0,0
5115,2022,0,0,0
5115,2023,0,2,1
5116,2021,0,5,3
5116,2022,0,3,2
5116,2023,0,3,3
5117,2021,0,6,5
5117,2022,1,5,3
5117,2023,0,10,6
5117,2024,0,14,10
5118,2021,0,19,13
5118,2022,0,16,13
5118,2023,1,15,14
5118,2024,1,29,16
5119,2021,0,0,0
5119,2022,0,0,0
5119,2023,0,3,2
5120,2021,0,0,0
5120,2022,0,1,1
5120,2023,0,1,1
5120,2024,0,1,1
5121,2021,0,1,1
5121,2022,0,2,2
5121,2023,1,3,3
5121,2024,0,2,2
5122,2023,0,0,0
6001,2021,1,44,35
6001,2022,0,35,31
6001,2023,1,36,30
6001,2024,0,48,40
6002,2021,0,0,0
6002,2022,0,0,0
6002,2023,0,2,2
6002,2024,0,4,2
6003,2021,7,405,329
6003,2022,10,456,345
6003,2023,6,498,385
6003,2024,5,532,420
6004,2021,0,0,0
6004,2022,0,1,1
6004,2023,0,4,2
6005,2021,1,1,1
6005,2022,0,0,0
6005,2023,0,0,0
6007,2021,0,1,1
6007,2022,1,2,3
6007,2023,0,0,0
6008,2021,0,4,3
6008,2022,0,3,1
6008,2023,0,2,1
6008,2024,0,2,1
6009,2021,0,14,10
6009,2022,1,20,15
6009,2023,0,14,14
6009,2024,1,22,13
6010,2021,0,0,0
6010,2022,0,0,0
6010,2023,0,0,0
6010,2024,0,1,1
6011,2021,0,0,0
6011,2022,0,0,0
6011,2023,0,1,1
6011,2024,0,2,1
6012,2021,0,12,8
6012,2022,0,26,12
6012,2023,0,10,7
6012,2024,0,14,8
6013,2021,0,9,5
6013,2022,0,4,2
6013,2023,0,5,4
6013,2024,1,2,2
6014,2021,0,6,4
6014,2022,0,4,4
6014,2023,0,15,8
6014,2024,0,15,10
6015,2021,0,1,1
6015,2022,0,0,0
6015,2023,0,0,0
6016,2021,0,0,0
6016,2022,0,0,0
6016,2023,0,0,0
6017,2021,1,7,5
6017,2022,0,6,3
6017,2023,0,9,4
6017,2024,0,13,7
6018,2021,0,12,5
6018,2022,0,3,3
6018,2023,0,7,5
6018,2024,0,6,5
6019,2021,0,2,2
6019,2022,0,0,0
6019,2023,0,0,0
6020,2021,0,6,4
6020,2022,0,5,5
6020,2023,0,6,4
6020,2024,0,2,1
6021,2021,0,12,7
6021,2022,0,8,4
6021,2023,0,11,7
6021,2024,0,3,2
6022,2021,0,3,1
6022,2022,0,0,0
6022,2023,0,0,0
6023,2021,0,0,0
6023,2022,0,0,0
6023,2023,0,5,1
6024,2021,0,0,0
6024,2022,0,0,0
6024,2023,0,1,1
6024,2024,0,3,1
6025,2021,0,0,0
6025,2022,0,1,1
6025,2023,0,0,0
6025,2024,0,1,1
6026,2021,0,1,1
6026,2022,0,0,0
6026,2023,0,1,1
6027,2021,0,0,0
6027,2022,0,0,0
6027,2023,0,0,0
6028,2021,0,1,1
6028,2022,0,0,0
6028,2023,0,0,0
6029,2021,1,8,8
6029,2022,0,11,6
6029,2023,0,14,7
6029,2024,0,13,8
6030,2021,0,3,3
6030,2022,0,0,0
6030,2023,0,3,2
6030,2024,0,4,3
6031,2021,0,2,2
6031,2022,0,4,2
6031,2023,1,2,2
6031,2024,0,2,2
6032,2021,0,0,0
6032,2022,0,0,0
6032,2023,0,0,0
6033,2021,0,0,0
6033,2022,0,1,1
6033,2023,0,0,0
6034,2021,0,0,0
6034,2022,0,0,0
6034,2023,0,0,0
6035,2021,0,0,0
6035,2022,0,0,0
6035,2023,0,0,0
6035,2024,0,1,1
6036,2021,0,1,1
6036,2022,0,4,4
6036,2023,0,3,1
6036,2024,0,3,1
6037,2021,0,4,3
6037,2022,0,0,0
6037,2023,0,6,3
6037,2024,0,1,1
6038,2021,0,0,0
6038,2022,0,0,0
6038,2023,0,0,0
6039,2021,1,113,91
6039,2022,3,146,99
6039,2023,0,105,81
6039,2024,1,131,95
6040,2021,0,3,3
6040,2022,0,19,8
6040,2023,0,2,1
6040,2024,0,4,3
6041,2021,0,1,1
6041,2022,0,0,0
6041,2023,0,1,1
6043,2021,0,10,8
6043,2022,1,18,13
6043,2023,0,12,6
6043,2024,0,25,14
6044,2021,0,0,0
6044,2022,0,1,1
6044,2023,0,1,1
6045,2021,0,0,0
6045,2022,0,0,0
6045,2023,0,0,0
6046,2021,0,3,3
6046,2022,0,1,1
6046,2023,0,5,4
6046,2024,0,1,1
6047,2021,1,10,8
6047,2022,0,17,9
6047,2023,1,18,17
6047,2024,0,7,6
6048,2021,0,0,0
6048,2022,0,0,0
6048,2023,0,0,0
6049,2021,0,2,2
6049,2022,0,1,1
6049,2023,0,5,3
6049,2024,0,8,3
6050,2021,0,0,0
6050,2022,0,0,0
6050,2023,0,0,0
6051,2021,0,5,2
6051,2022,1,4,4
6051,2023,0,3,2
6051,2024,0,12,7
6052,2021,0,2,1
6052,2022,0,1,1
6052,2023,0,2,2
6052,2024,0,3,2
6053,2021,0,17,11
6053,2022,3,19,12
6053,2023,0,25,17
6053,2024,1,19,16
6054,2021,0,3,2
6054,2022,0,0,0
6054,2023,0,0,0
6055,2021,0,2,2
6055,2022,0,2,1
6055,2023,0,2,1
6056,2021,0,0,0
6056,2022,0,0,0
6056,2023,0,0,0
6057,2021,0,2,2
6057,2022,0,3,1
6057,2023,0,2,1
6057,2024,0,1,1
6058,2021,0,1,1
6058,2022,0,0,0
6058,2023,0,0,0
6058,2024,0,2,1
6059,2021,0,0,0
6059,2022,0,5,2
6059,2023,0,1,1
6059,2024,0,3,3
6060,2021,0,0,0
6060,2022,0,0,0
6060,2023,0,0,0
6061,2021,0,1,1
6061,2022,0,0,0
6061,2023,0,0,0
6061,2024,0,3,3
6062,2021,0,0,0
6062,2022,0,2,1
6062,2023,0,0,0
6063,2021,0,1,1
6063,2022,0,2,2
6063,2023,0,2,2
6065,2021,0,0,0
6065,2022,0,0,0
6065,2023,0,0,0
6066,2021,0,0,0
6066,2022,0,0,0
6066,2023,0,1,1
6067,2021,0,1,1
6067,2022,0,3,3
6067,2023,1,3,3
6068,2021,0,16,10
6068,2022,0,10,3
6068,2023,0,8,6
6068,2024,1,7,6
6069,2021,0,0,0
6069,2022,0,0,0
6069,2023,0,3,2
6070,2021,0,0,0
6070,2022,0,5,4
6070,2023,0,0,0
6070,2024,0,1,1
6071,2021,0,1,1
6071,2022,0,0,0
6071,2023,0,0,0
6072,2021,0,3,1
6072,2022,0,2,1
6072,2023,0,4,1
6073,2021,0,0,0
6073,2022,0,3,2
6073,2023,0,1,1
6073,2024,0,2,1
6074,2021,0,1,1
6074,2022,0,3,3
6074,2023,0,3,2
6074,2024,0,2,2
6075,2021,1,18,6
6075,2022,0,4,3
6075,2023,0,8,7
6075,2024,0,8,4
6076,2021,0,1,1
6076,2022,0,6,5
6076,2023,0,1,1
6076,2024,0,1,1
6077,2021,0,0,0
6077,2022,0,0,0
6077,2023,0,4,3
6078,2021,1,3,2
6078,2022,0,2,1
6078,2023,0,2,2
6078,2024,0,2,1
6079,2021,0,2,1
6079,2022,0,0,0
6079,2023,0,2,2
6079,2024,0,2,2
6081,2021,0,5,4
6081,2022,0,10,6
6081,2023,0,7,3
6081,2024,0,7,6
6082,2021,0,0,0
6082,2022,0,0,0
6082,2023,0,3,1
6083,2021,0,2,1
6083,2022,0,0,0
6083,2023,0,4,3
6084,2021,0,0,0
6084,2022,0,0,0
6084,2023,0,3,2
6085,2021,0,0,0
6085,2022,0,0,0
6085,2023,0,0,0
6086,2021,0,0,0
6086,2022,0,1,1
6086,2023,0,0,0
6087,2021,0,2,1
6087,2022,0,0,0
6087,2023,0,0,0
6088,2021,0,0,0
6088,2022,0,0,0
6088,2023,0,0,0
6088,2024,0,1,1
6090,2021,0,0,0
6090,2022,0,0,0
6090,2023,0,0,0
6090,2024,0,1,1
6091,2021,0,4,3
6091,2022,0,3,3
6091,2023,0,5,2
6092,2021,0,6,5
6092,2022,0,7,5
6092,2023,0,7,5
6092,2024,1,5,4
6093,2021,0,1,1
6093,2022,0,1,1
6093,2023,0,0,0
6094,2021,1,5,6
6094,2022,2,12,5
6094,2023,1,0,1
6094,2024,0,3,2
6095,2021,0,2,1
6095,2022,0,3,3
6095,2023,0,4,2
6095,2024,0,1,1
6096,2021,0,0,0
6096,2022,0,7,3
6096,2023,0,0,0
6097,2021,0,0,0
6097,2022,0,7,6
6097,2023,0,1,1
6097,2024,0,2,1
6098,2021,1,1,1
6098,2022,0,0,0
6098,2023,0,0,0
6099,2021,0,0,0
6099,2022,0,0,0
6099,2023,0,0,0
6100,2021,0,2,2
6100,2022,0,0,0
6100,2023,0,0,0
6101,2021,0,2,1
6101,2022,0,0,0
6101,2023,0,1,1
6101,2024,0,1,1
6102,2021,0,0,0
6102,2022,0,0,0
6102,2023,0,1,1
6103,2021,0,0,0
6103,2022,0,0,0
6103,2023,0,0,0
6104,2021,0,0,0
6104,2022,0,0,0
6104,2023,0,3,1
6105,2021,0,1,1
6105,2022,0,0,0
6105,2023,0,0,0
6105,2024,0,3,1
6106,2021,0,0,0
6106,2022,0,1,1
6106,2023,0,1,1
6106,2024,0,1,1
6107,2021,0,0,0
6107,2022,0,0,0
6107,2023,0,0,0
6108,2021,0,1,1
6108,2022,0,1,1
6108,2023,0,0,0
6108,2024,0,1,1
6109,2021,0,2,1
6109,2022,0,1,1
6109,2023,0,1,1
6109,2024,0,3,2
6110,2021,0,4,1
6110,2022,0,0,0
6110,2023,0,0,0
6111,2021,0,0,0
6111,2022,0,0,0
6111,2023,0,0,0
6112,2021,0,1,1
6112,2022,0,0,0
6112,2023,0,0,0
6113,2021,0,2,2
6113,2022,0,0,0
6113,2023,0,0,0
6114,2021,1,136,103
6114,2022,1,123,89
6114,2023,1,132,88
6114,2024,1,121,91
6115,2021,0,5,3
6115,2022,1,4,5
6115,2023,0,6,5
6115,2024,0,1,1
6116,2021,0,0,0
6116,2022,0,0,0
6116,2023,0,0,0
6117,2021,0,0,0
6117,2022,0,0,0
6117,2023,0,0,0
6118,2021,0,1,1
6118,2022,0,0,0
6118,2023,0,0,0
6119,2021,0,0,0
6119,2022,0,0,0
6119,2023,0,0,0
6119,2024,0,1,1
6120,2021,0,0,0
6120,2022,0,2,1
6120,2023,0,1,1
6121,2021,0,23,17
6121,2022,0,34,19
6121,2023,0,35,30
6121,2024,0,38,27
6122,2021,0,3,2
6122,2022,0,3,2
6122,2023,0,0,0
6122,2024,0,3,3
6123,2021,0,0,0
6123,2022,0,2,2
6123,2023,0,7,1
6123,2024,0,2,2
6124,2021,0,0,0
6124,2022,0,0,0
6124,2023,0,0,0
6125,2021,0,0,0
6125,2022,0,2,2
6125,2023,0,1,1
6126,2021,0,0,0
6126,2022,0,1,1
6126,2023,0,0,0
6127,2021,0,2,2
6127,2022,0,0,0
6127,2023,0,2,1
6128,2021,0,2,2
6128,2022,0,3,3
6128,2023,0,4,3
6128,2024,0,1,1
6129,2021,0,3,1
6129,2022,0,6,3
6129,2023,0,1,1
6131,2021,0,2,2
6131,2022,0,3,2
6131,2023,0,0,0
6131,2024,0,4,3
6132,2021,0,30,20
6132,2022,0,20,12
6132,2023,0,23,16
6132,2024,0,16,12
6133,2021,0,3,2
6133,2022,0,3,3
6133,2023,0,2,1
6133,2024,1,11,8
6134,2021,0,2,2
6134,2022,1,3,4
6134,2023,0,2,1
6135,2021,0,0,0
6135,2022,0,0,0
6135,2023,0,0,0
6136,2021,0,2,2
6136,2022,0,0,0
6136,2023,0,0,0
6136,2024,0,3,1
6137,2021,0,0,0
6137,2022,0,0,0
6137,2023,0,1,1
6137,2024,0,1,1
6138,2021,0,15,11
6138,2022,0,17,14
6138,2023,0,16,11
6138,2024,0,27,23
6139,2021,0,2,1
6139,2022,0,2,2
6139,2023,0,2,1
6139,2024,0,3,3
6140,2021,0,19,9
6140,2022,0,8,6
6140,2023,0,4,4
6140,2024,1,10,5
6141,2021,0,1,1
6141,2022,0,6,4
6141,2023,0,4,3
6141,2024,0,2,2
6142,2021,0,9,3
6142,2022,0,3,3
6142,2023,1,2,3
6142,2024,0,9,6
6143,2021,0,0,0
6143,2022,0,1,1
6143,2023,0,3,2
6144,2021,0,3,2
6144,2022,0,4,4
6144,2023,0,3,2
6144,2024,0,5,4
6145,2021,0,0,0
6145,2022,0,0,0
6145,2023,0,0,0
6145,2024,0,1,1
6146,2021,0,0,0
6146,2022,0,0,0
6146,2023,0,0,0
6147,2021,1,8,4
6147,2022,0,5,4
6147,2023,0,8,3
6147,2024,0,10,5
6148,2021,0,0,0
6148,2022,0,0,0
6148,2023,0,0,0
6149,2021,0,5,4
6149,2022,0,4,2
6149,2023,0,1,1
6149,2024,0,1,1
6150,2021,0,0,0
6150,2022,0,0,0
6150,2023,0,0,0
6151,2021,1,8,4
6151,2022,0,9,7
6151,2023,1,26,17
6151,2024,0,13,11
6152,2021,0,0,0
6152,2022,0,0,0
6152,2023,0,0,0
6152,2024,0,1,1
6153,2021,0,4,2
6153,2022,0,1,1
6153,2023,0,4,3
6153,2024,0,6,3
6154,2021,0,5,5
6154,2022,0,16,13
6154,2023,0,6,5
6154,2024,1,12,10
6155,2021,0,3,3
6155,2022,1,1,2
6155,2023,0,0,0
6155,2024,0,1,1
6156,2021,0,0,0
6156,2022,0,0,0
6156,2023,0,0,0
6157,2021,0,0,0
6157,2022,0,0,0
6157,2023,0,0,0
6158,2021,0,0,0
6158,2022,0,1,1
6158,2023,0,3,3
6159,2021,0,0,0
6159,2022,0,0,0
6159,2023,0,0,0
6160,2021,1,42,29
6160,2022,0,32,26
6160,2023,0,46,29
6160,2024,0,53,41
6161,2021,0,5,2
6161,2022,2,7,6
6161,2023,0,0,0
6161,2024,0,1,1
6162,2021,0,4,2
6162,2022,0,5,5
6162,2023,0,6,3
6162,2024,0,11,6
6163,2021,1,19,9
6163,2022,1,5,5
6163,2023,0,10,7
6163,2024,0,10,8
6164,2021,0,0,0
6164,2022,0,2,1
6164,2023,0,0,0
6165,2021,0,1,1
6165,2022,0,5,3
6165,2023,0,3,2
6165,2024,0,2,1
6166,2021,0,0,0
6166,2022,0,1,1
6166,2023,0,0,0
6167,2021,0,3,3
6167,2022,0,0,0
6167,2023,0,0,0
6167,2024,0,2,1
6168,2021,0,9,6
6168,2022,4,5,2
6168,2023,0,5,4
6168,2024,0,4,3
6169,2021,0,3,2
6169,2022,0,6,5
6169,2023,0,5,2
6169,2024,0,12,6
6170,2021,0,0,0
6170,2022,0,0,0
6170,2023,0,0,0
6171,2021,0,0,0
6171,2022,0,4,3
6171,2023,0,0,0
6171,2024,0,1,1
6172,2021,0,11,8
6172,2022,2,13,8
6172,2023,0,9,6
6172,2024,0,7,5
6173,2021,0,0,0
6173,2022,0,0,0
6173,2023,0,3,1
6173,2024,0,1,1
6174,2021,1,108,83
6174,2022,1,133,97
6174,2023,2,163,112
6174,2024,1,151,107
6175,2021,0,0,0
6175,2022,0,0,0
6175,2023,0,0,0
6176,2021,0,0,0
6176,2022,0,1,1
6176,2023,0,0,0
6177,2021,3,45,35
6177,2022,0,35,31
6177,2023,0,31,25
6177,2024,1,31,27
6178,2021,0,0,0
6178,2022,0,0,0
6178,2023,0,0,0
6179,2021,0,5,3
6179,2022,0,7,3
6179,2023,0,1,1
6179,2024,0,5,4
6180,2021,1,12,9
6180,2022,0,9,6
6180,2023,0,14,6
6180,2024,1,19,13
6181,2021,0,9,8
6181,2022,0,9,4
6181,2023,0,14,12
6181,2024,1,5,6
6182,2021,0,0,0
6182,2022,0,0,0
6182,2023,0,0,0
6183,2021,0,6,4
6183,2022,0,5,3
6183,2023,0,9,7
6183,2024,0,3,3
6184,2021,0,0,0
6184,2022,0,0,0
6184,2023,0,0,0
6185,2021,0,1,1
6185,2022,0,3,1
6185,2023,0,2,2
6185,2024,0,2,1
6186,2021,0,0,0
6186,2022,0,0,0
6186,2023,0,0,0
6186,2024,0,1,1
6187,2021,0,2,2
6187,2022,0,5,3
6187,2023,0,3,3
6187,2024,0,3,3
6188,2021,0,1,1
6188,2022,0,2,1
6188,2023,0,1,1
6188,2024,0,3,2
6189,2021,0,0,0
6189,2022,0,2,2
6189,2023,0,0,0
6189,2024,0,1,1
6190,2021,0,1,1
6190,2022,0,3,3
6190,2023,0,3,3
6190,2024,0,5,4
6191,2021,0,2,2
6191,2022,0,9,4
6191,2023,1,2,3
6191,2024,0,3,3
6192,2021,1,3,3
6192,2022,0,0,0
6192,2023,0,1,1
6192,2024,0,4,4
6193,2021,0,1,1
6193,2022,0,2,2
6193,2023,0,4,2
6193,2024,0,1,1
7001,2021,0,1,1
7001,2022,0,0,0
7001,2023,0,0,0
7002,2021,0,1,1
7002,2022,0,3,3
7002,2023,0,7,3
7002,2024,0,4,2
7003,2021,0,120,95
7003,2022,0,148,116
7003,2023,1,127,98
7003,2024,1,105,94
7004,2021,0,5,4
7004,2022,1,7,4
7004,2023,0,3,2
7004,2024,1,7,3
7005,2021,0,2,2
7005,2022,0,4,1
7005,2023,0,7,2
7005,2024,0,1,1
7006,2021,0,0,0
7006,2022,0,0,0
7006,2023,0,1,1
7007,2021,0,1,1
7007,2022,1,3,1
7007,2023,0,2,2
7007,2024,0,3,2
7008,2021,0,3,3
7008,2022,0,4,3
7008,2023,0,2,2
7008,2024,0,8,6
7009,2021,0,1,1
7009,2022,0,0,0
7009,2023,0,5,3
7009,2024,0,2,2
7010,2021,0,2,1
7010,2022,0,0,0
7010,2023,0,0,0
7011,2021,0,2,2
7011,2022,0,0,0
7011,2023,0,2,2
7011,2024,0,7,4
7012,2021,0,2,2
7012,2022,0,3,3
7012,2023,0,2,1
7012,2024,0,3,2
7013,2021,0,0,0
7013,2022,0,1,1
7013,2023,0,1,1
7014,2021,0,2,2
7014,2022,0,0,0
7014,2023,0,0,0
7014,2024,1,4,4
7015,2021,0,1,1
7015,2022,0,1,1
7015,2023,0,8,5
7015,2024,0,7,4
7016,2021,0,0,0
7016,2022,0,0,0
7016,2023,0,0,0
7017,2021,0,0,0
7017,2022,0,4,1
7017,2023,0,0,0
7018,2021,0,1,1
7018,2022,0,3,2
7018,2023,0,0,0
7019,2021,0,1,1
7019,2022,0,7,7
7019,2023,0,9,6
7019,2024,0,11,9
7020,2021,0,20,11
7020,2022,1,16,15
7020,2023,0,19,14
7020,2024,0,14,10
7021,2021,0,3,2
7021,2022,0,0,0
7021,2023,0,2,2
7021,2024,0,1,1
7022,2021,0,3,3
7022,2022,0,9,6
7022,2023,1,3,3
7022,2024,0,15,9
7023,2021,1,4,5
7023,2022,0,5,5
7023,2023,0,5,4
7023,2024,0,9,7
7024,2021,0,0,0
7024,2022,0,2,1
7024,2023,0,2,1
7025,2021,0,1,1
7025,2022,0,0,0
7025,2023,0,0,0
7026,2021,0,1,1
7026,2022,0,0,0
7026,2023,0,2,1
7026,2024,0,1,1
7027,2021,0,0,0
7027,2022,0,0,0
7027,2023,0,2,2
7027,2024,0,1,1
7028,2021,0,0,0
7028,2022,0,0,0
7028,2023,0,0,0
7028,2024,0,1,1
7029,2021,0,0,0
7029,2022,0,2,2
7029,2023,0,0,0
7030,2021,0,4,2
7030,2022,1,8,6
7030,2023,0,1,1
7030,2024,0,8,4
7031,2021,0,8,7
7031,2022,1,3,3
7031,2023,0,9,8
7031,2024,0,4,4
7032,2021,0,0,0
7032,2022,0,0,0
7032,2023,0,0,0
7033,2021,0,2,1
7033,2022,0,2,2
7033,2023,0,6,2
7033,2024,0,2,2
7034,2021,0,4,1
7034,2022,0,4,2
7034,2023,0,3,3
7034,2024,0,10,4
7035,2021,0,0,0
7035,2022,0,0,0
7035,2023,0,3,2
7036,2021,0,0,0
7036,2022,0,3,3
7036,2023,0,0,0
7036,2024,0,1,1
7037,2021,0,0,0
7037,2022,0,1,1
7037,2023,0,1,1
7038,2021,0,0,0
7038,2022,0,0,0
7038,2023,0,0,0
7038,2024,0,4,4
7039,2021,0,0,0
7039,2022,0,1,1
7039,2023,0,0,0
7040,2021,0,6,6
7040,2022,0,1,1
7040,2023,1,5,4
7040,2024,0,5,3
7041,2021,0,2,2
7041,2022,0,0,0
7041,2023,0,1,1
7041,2024,1,2,3
7042,2021,0,0,0
7042,2022,0,1,1
7042,2023,0,0,0
7043,2021,0,8,5
7043,2022,1,6,4
7043,2023,0,5,3
7043,2024,0,3,3
7044,2021,0,5,4
7044,2022,1,5,3
7044,2023,0,7,2
7044,2024,0,7,4
7045,2021,0,15,11
7045,2022,0,27,15
7045,2023,0,20,14
7045,2024,0,14,10
7046,2021,0,0,0
7046,2022,0,0,0
7046,2023,0,0,0
7047,2021,0,0,0
7047,2022,0,0,0
7047,2023,0,2,1
7048,2021,0,0,0
7048,2022,0,0,0
7048,2023,0,0,0
7048,2024,0,1,1
7049,2021,0,4,3
7049,2022,0,4,3
7049,2023,0,3,3
